run,cluster,start,workload,slack,tariff,cell,incremental_bill,lower_incremental_bill,all_gpu_bill,all_gpu_energy,peak_normalized_gpu_power,max_work_error_gpu_h,max_window_violation_s,capacity_excess_gpus
Venus_ft_llama_8b_dolly_6_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C11,30253.9428282093,30245.116103328928,120939.85184348762,117458.78438366583,786.2613021533375,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_6_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,6,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_6_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,6,Gansu,C10,30682.173074914637,30682.17307491462,117852.87694991464,117524.52241980202,761.7099040835741,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_6_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,6,Gansu,C01,38087.890375,38086.42762499998,125258.59425,127537.99475,865.36275,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_6_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,6,Gansu,C11,29486.69236788186,29482.507489230855,116657.39624288186,117361.80614573066,756.4149465816249,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_6_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_6_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C10,31303.18722893459,31303.187228934443,117661.9832789346,117519.76288969682,761.7099040835741,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_6_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C01,37049.14895,37033.88870000001,123407.945,127537.99474999998,939.5447500000002,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_6_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C11,29092.161968787033,29082.533345710868,115450.95801878703,117440.01597277734,788.1040406290871,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_24_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_24_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C10,27800.807540003945,27800.807540003887,118486.71655528224,113435.71083851412,781.1774305138101,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_24_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C01,35220.302355725835,35105.90684425523,125906.21137100413,127537.99475,965.988,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_24_Jiangsu,Venus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C11,23864.56966075886,23689.557531386396,114550.47867603715,113554.00733738489,832.0221053035095,1.0605916145323135e-10,0.0,0.0
Venus_ft_llama_8b_dolly_24_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,24,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_24_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,24,Gansu,C10,26397.991788336672,26397.991788336596,113568.69566333666,113322.72449781344,779.6856234406272,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_24_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,24,Gansu,C01,35709.8925,35655.55649999997,122880.59637500001,127537.99475,942.65425,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_24_Gansu,Venus,2020-04-06,ft_llama_8b_dolly,24,Gansu,C11,23751.969902258956,23558.356313854252,110922.67377725897,113243.66874610618,766.8469998566892,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_24_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_24_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C10,26701.941069648477,26701.941069648376,113060.73711964849,113451.11398591229,780.799658229588,7.349321151650656e-11,0.0,0.0
Venus_ft_llama_8b_dolly_24_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C01,33471.613549999995,33430.46435000003,119830.40960000001,127537.99475000001,966.489,1.4210854715202004e-14,0.0,0.0
Venus_ft_llama_8b_dolly_24_Guizhou,Venus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,C11,22547.35227014257,22475.73977098969,108906.14832014257,113386.78012777938,829.5613852841859,7.349321151650656e-11,0.0,0.0
Venus_infer_llama_8b_32g_0_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C10,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C01,43220.62437941895,43220.62437941893,133906.53339469727,127537.99475000001,803.04475,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,C11,42660.552202657345,42660.55220265737,133346.46121793563,126787.07338341851,788.2555712023527,3.027023076640489e-11,0.0,0.0
Venus_infer_llama_8b_32g_0_Gansu,Venus,2020-04-06,infer_llama_8b_32g,0,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Gansu,Venus,2020-04-06,infer_llama_8b_32g,0,Gansu,C10,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Gansu,Venus,2020-04-06,infer_llama_8b_32g,0,Gansu,C01,40255.727875,40255.72787499998,127426.43175,127537.99475000001,787.2327500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Gansu,Venus,2020-04-06,infer_llama_8b_32g,0,Gansu,C11,39691.95139803225,39691.95139803222,126862.65527303226,126787.07338341852,777.3544922383478,3.027023076640489e-11,0.0,0.0
Venus_infer_llama_8b_32g_0_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,0,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,0,Guizhou,C10,42020.82575,42020.82574999999,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,0,Guizhou,C01,41618.0873,41618.08729999998,127976.88335000002,127537.99475000001,803.04475,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_0_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,0,Guizhou,C11,41082.608598220024,41082.60859822006,127441.40464822004,126787.07338341851,788.2555712023527,3.027023076640489e-11,0.0,0.0
Venus_infer_llama_8b_32g_6_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_6_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C10,31900.133016776388,31900.13301677635,122586.04203205468,117033.31357600298,776.0767964058855,4.6838977141305804e-11,0.0,0.0
Venus_infer_llama_8b_32g_6_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C01,38540.433916698006,38515.0041367995,129226.3429319763,127537.99475,939.5447500000002,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_6_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,C11,30006.92407416697,29999.083174747364,120692.83308944527,116905.46844157646,784.4678548245832,4.661160346586257e-11,0.0,0.0
Venus_infer_llama_8b_32g_6_Gansu,Venus,2020-04-06,infer_llama_8b_32g,6,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_6_Gansu,Venus,2020-04-06,infer_llama_8b_32g,6,Gansu,C10,30114.71765419204,30114.71765419192,117285.42152919204,116991.18506435209,776.1908894402293,4.6838977141305804e-11,0.0,0.0
Venus_infer_llama_8b_32g_6_Gansu,Venus,2020-04-06,infer_llama_8b_32g,6,Gansu,C01,38087.890375,38086.42762499998,125258.59425,127537.99475,865.36275,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_6_Gansu,Venus,2020-04-06,infer_llama_8b_32g,6,Gansu,C11,29038.35715556112,29034.32901296678,116209.06103056112,116828.82179347219,761.822886017727,4.6838977141305804e-11,0.0,0.0
Venus_infer_llama_8b_32g_6_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,6,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_6_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,6,Guizhou,C10,30700.885257820148,30700.88525782017,117059.68130782014,116979.91690655722,775.9109328157938,4.6838977141305804e-11,0.0,0.0
Venus_infer_llama_8b_32g_6_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,6,Guizhou,C01,37049.14895,37033.88870000001,123407.945,127537.99474999998,939.5447500000002,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_6_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,6,Guizhou,C11,28959.260732382354,28864.995213212616,115318.05678238237,116968.96833550133,784.1228938473182,4.661160346586257e-11,0.0,0.0
Venus_infer_llama_8b_32g_24_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_24_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C10,26341.755873876064,26341.755873875984,117027.66488915434,112052.02556479255,776.4555131027848,3.9818814911996014e-11,0.0,0.0
Venus_infer_llama_8b_32g_24_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C01,35220.302355725835,35105.90684425523,125906.21137100413,127537.99475,965.988,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_24_Jiangsu,Venus,2020-04-06,infer_llama_8b_32g,24,Jiangsu,C11,22939.34197946181,22706.600014223513,113625.2509947401,112127.26734752792,812.8507568067321,4.0323300254385686e-11,0.0,0.0
Venus_infer_llama_8b_32g_24_Gansu,Venus,2020-04-06,infer_llama_8b_32g,24,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_24_Gansu,Venus,2020-04-06,infer_llama_8b_32g,24,Gansu,C10,24899.301601368068,24899.30160136804,112070.00547636807,111957.88809494063,776.2378789569455,3.9818814911996014e-11,0.0,0.0
Venus_infer_llama_8b_32g_24_Gansu,Venus,2020-04-06,infer_llama_8b_32g,24,Gansu,C01,35709.8925,35655.55649999997,122880.59637500001,127537.99475,942.65425,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_24_Gansu,Venus,2020-04-06,infer_llama_8b_32g,24,Gansu,C11,22689.435965662782,22455.886612543414,109860.13984066278,111863.66422096416,764.7188830392494,3.9818814911996014e-11,0.0,0.0
Venus_infer_llama_8b_32g_24_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,24,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_24_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,24,Guizhou,C10,25289.569467921472,25289.569467921476,111648.36551792147,112017.0249137019,776.1237859226015,3.9818814911996014e-11,0.0,0.0
Venus_infer_llama_8b_32g_24_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,24,Guizhou,C01,33471.613549999995,33430.46435000003,119830.40960000001,127537.99475000001,966.489,1.4210854715202004e-14,0.0,0.0
Venus_infer_llama_8b_32g_24_Guizhou,Venus,2020-04-06,infer_llama_8b_32g,24,Guizhou,C11,21655.79742790805,21570.07474903597,108014.59347790806,111908.89139181562,811.6785277411087,7.341516283787541e-11,0.0,0.0
Venus_pt_mpt_13b_lg_0_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C10,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C01,43220.62437941895,43220.62437941893,133906.53339469727,127537.99475000001,803.04475,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,C11,43009.41467226867,43009.414672268584,133695.32368754694,127218.67505020223,800.6941422141529,1.652722403377993e-11,0.0,0.0
Venus_pt_mpt_13b_lg_0_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,0,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,0,Gansu,C10,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,0,Gansu,C01,40255.727875,40255.72787499998,127426.43175,127537.99475000001,787.2327500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,0,Gansu,C11,40047.34680292734,40047.34680292728,127218.05067792736,127197.40181906935,787.852721111607,1.652722403377993e-11,0.0,0.0
Venus_pt_mpt_13b_lg_0_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C10,42020.82575,42020.82574999999,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C01,41618.0873,41618.08729999998,127976.88335000002,127537.99475000001,803.04475,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_0_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,0,Guizhou,C11,41419.018344621545,41419.01834462145,127777.81439462156,127248.66277711984,804.5829025405494,1.652722403377993e-11,0.0,0.0
Venus_pt_mpt_13b_lg_6_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_6_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C10,37888.34673415515,37888.34673415515,128574.25574943345,123217.59974187508,755.2071897879237,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_6_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C01,38540.433916698006,38515.0041367995,129226.3429319763,127537.99475,939.5447500000002,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_6_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,C11,35834.72843000875,35824.7740746806,126520.63744528705,123634.88833538638,825.3680352640324,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_6_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,6,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_6_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,6,Gansu,C10,35931.76836048241,35931.76836048256,123102.47223548242,123057.97091091803,754.656241582303,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_6_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,6,Gansu,C01,38087.890375,38086.42762499998,125258.59425,127537.99475,865.36275,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_6_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,6,Gansu,C11,34860.74069980059,34855.87986688803,122031.4445748006,123059.59391527133,784.0703866019962,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_6_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_6_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C10,36441.93792775738,36441.937927757375,122800.7339777574,123147.83550502188,753.8752332428834,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_6_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C01,37049.14895,37033.88870000001,123407.945,127537.99474999998,939.5447500000002,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_6_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,6,Guizhou,C11,34500.34011754905,34487.504725760205,120859.13616754906,123645.63859958937,847.1272281687689,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_24_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C00,43653.97133809702,43653.97133809702,134339.88035337534,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_24_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C10,32127.386166193744,32127.382878491215,122813.29518147204,118223.28490864293,805.7981653435215,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_24_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C01,35220.302355725835,35105.90684425523,125906.21137100413,127537.99475,965.988,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_24_Jiangsu,Venus,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,C11,28593.840751487383,28188.601196059582,119279.74976676567,119193.16449392564,862.2751983420223,9.332268291473156e-11,0.0,0.0
Venus_pt_mpt_13b_lg_24_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,24,Gansu,C00,40624.12775,40624.12775,127794.831625,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_24_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,24,Gansu,C10,30706.170646944243,30706.170646944458,117876.87452194425,118037.61798312445,800.3332859108507,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_24_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,24,Gansu,C01,35709.8925,35655.55649999997,122880.59637500001,127537.99475,942.65425,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_24_Gansu,Venus,2020-04-06,pt_mpt_13b_lg,24,Gansu,C11,28426.26503664547,28052.92354935984,115596.96891164548,118129.85961607748,796.4570111101135,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_24_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C00,42020.82575,42020.82575,128379.62180000002,127537.99475000001,774.2447500000001,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_24_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C10,30815.141130352546,30813.783467105655,117173.93718035254,118218.30062948127,802.5931424054959,4.5005776883044746e-11,0.0,0.0
Venus_pt_mpt_13b_lg_24_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C01,33471.613549999995,33430.46435000003,119830.40960000001,127537.99475000001,966.489,1.4210854715202004e-14,0.0,0.0
Venus_pt_mpt_13b_lg_24_Guizhou,Venus,2020-04-06,pt_mpt_13b_lg,24,Guizhou,C11,27225.88866646916,26874.41263510049,113584.68471646916,119104.69656319846,857.0467727648888,4.5005776883044746e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C00,123306.67642356148,123306.67642356148,381062.331889197,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C10,123306.67642356148,123306.67642356145,381062.331889197,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C01,119738.330759355,119586.04082780167,377493.9862249906,363056.027,2054.7345,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,C11,113617.74388086573,113308.4453629164,371373.39934650133,355667.3490321959,1960.1750827684048,4.2239989284098556e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Gansu,C00,117740.05137500001,117740.05137500001,363288.5061250001,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Gansu,C10,117740.05137500001,117740.05137500001,363288.5061250001,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Gansu,C01,116158.74124999999,116137.8192499999,361707.196,363056.027,2018.818,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,0,Gansu,C11,109704.6978749813,109545.17793952173,355253.15262498136,355465.42308509786,1968.6896831096033,4.2239989284098556e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C00,117980.54735000001,117980.54735000001,363525.33170000004,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C10,117980.54735000001,117980.54735,363525.33170000004,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C01,114661.79525,114495.51244999994,360206.57959999994,363056.027,2054.0807499999996,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_0_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,0,Guizhou,C11,108944.62732168968,108592.10251615243,354489.4116716897,355700.5484037944,1956.558346860868,4.2239989284098556e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C00,123306.67642356148,123306.67642356148,381062.331889197,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C10,92837.57169386976,89213.4412250776,350593.2271595053,333694.91126148566,1951.76725,4.092726157978177e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C01,112175.13861089695,107386.21972762285,369930.7940765325,363056.02700000006,2070.0335,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,C11,89072.73795229252,80432.77109207786,346828.393417928,332987.44470316416,2000.11699274754,7.73461295011657e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Gansu,C00,117740.05137500001,117740.05137500001,363288.5061250001,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Gansu,C10,87784.57799115972,84546.5446712689,333333.0327411598,333542.55770483124,1951.76725,4.092726157978177e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Gansu,C01,109752.10025,106294.12437499987,355300.55500000005,363056.02700000006,2071.6275,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Gansu,Saturn,2020-04-06,ft_llama_8b_dolly,6,Gansu,C11,85443.61626517051,78289.76819945103,330992.07101517054,332951.5684593414,1992.5148545689856,7.767292364846412e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C00,117980.54735000001,117980.54735000001,363525.33170000004,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C10,88714.05903080519,85362.943495974,334258.8433808052,333588.9101591209,1951.76725,4.092726157978177e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C01,107447.3141,102735.20615000001,352992.09845000005,363056.027,2070.02475,5.684341886080802e-14,0.0,0.0
Saturn_ft_llama_8b_dolly_6_Guizhou,Saturn,2020-04-06,ft_llama_8b_dolly,6,Guizhou,C11,85236.30718794579,77105.02873992104,330781.0915379458,332907.5306218028,2005.851832059039,7.73461295011657e-11,0.0,0.0
Saturn_ft_llama_8b_dolly_24_Jiangsu,Saturn,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,C00,123306.67642356148,123306.67642356148,381062.331889197,363056.027,2001.4945000000002,5.684341886080802e-14,0.0,0.0
